location,direction,ts,value
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-06,112.0
Podbabská,ul. Roztocká,2020-06-06,380.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-06,280.0
Povltavská, ul. Vodácká,2020-06-06,979.0
Povltavská,ZOO,2020-06-06,1062.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-06,465.0
Rohanské nábřeží,z centra (Karlín),2020-06-06,384.0
Šeberov,Kunratice,2020-06-06,0.0
Šeberov,Šeberov,2020-06-06,0.0
Smetanovo nábřeží,Karlův most,2020-06-06,90.0
Smetanovo nábřeží,Národní divadlo,2020-06-06,95.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-06,517.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-06,676.0
Krč (Sulická),Lhotka,2020-06-06,425.0
Krč (Sulická),Krč,2020-06-06,373.0
Císařský ostrov,do centra (Stromovka),2020-06-06,254.0
Císařský ostrov,z centra (Trója),2020-06-06,206.0
Stezka okolo Rokytky,O2 Aréna,2020-06-06,391.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-06,430.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-06,220.0
Drážní stezka - Vítkov,Seifertova,2020-06-06,285.0
Modřany,z centra,2020-06-06,826.0
Modřany,centrum,2020-06-06,659.0
Vršovická,Strašnice,2020-06-06,50.0
Vršovická,Nusle,2020-06-06,312.0
Košíře,centrum,2020-06-06,0.0
V Zámcích,Bohnice,2020-06-06,603.0
V Zámcích,Klecany,2020-06-06,754.0
Praha - Podolí,Praha Cyklisté do centra,2020-06-06,743.0
Praha - Podolí,Praha Cyklisté z centra,2020-06-06,783.0
Anděl (Plzeňská),Plzeňská (z centra),2020-06-07,22.0
Anděl (Plzeňská),Štefánikova (centrum),2020-06-07,19.0
Atletická,Ladronka,2020-06-07,79.0
Atletická,Strahov,2020-06-07,58.0
Barrandovský most,Barrandovský most,2020-06-07,327.0
Barrandovský most,Zlíchov,2020-06-07,459.0
Chodov,Chodov centrum,2020-06-07,1393.0
Chodov,ul. Türkova,2020-06-07,8615.0
U Českých loděnic,Libeň,2020-06-07,600.0
U Českých loděnic,Povltavská,2020-06-07,616.0
Dukelských hrdinů,centrum,2020-06-07,148.0
Dukelských hrdinů,z centra,2020-06-07,142.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2020-06-07,
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2020-06-07,
Hybernská,Na Příkopě,2020-06-07,156.0
Hybernská,Wilsonova,2020-06-07,80.0
Hlubočepská,centrum,2020-06-07,331.0
Hlubočepská,Hlubočepy,2020-06-07,282.0
Jeremenkova,Pankrác,2020-06-07,0.0
Jeremenkova,Podolské nábřeží,2020-06-07,10.0
Kampa,Karlův most,2020-06-07,115.0
Kampa,most Legií,2020-06-07,143.0
Nábřeží Kapitána Jaroše,Libeň,2020-06-07,196.0
Nábřeží Kapitána Jaroše,Malá Strana,2020-06-07,142.0
Letňany,z centra,2020-06-07,210.0
Letňany,centrum,2020-06-07,178.0
Radotín,Radotín,2020-06-07,36.0
Radotín,Zbraslav,2020-06-07,100.0
Mladoboleslavská,Prosek,2020-06-07,219.0
Mladoboleslavská,Vinoř,2020-06-07,196.0
Nuselský most,centrum,2020-06-07,113.0
Nuselský most,ul. 5. května,2020-06-07,94.0
Střešovice,do centra,2020-06-07,0.0
Střešovice,z centra,2020-06-07,0.0
Pelléova,Jaselská,2020-06-07,8.0
Pelléova,Milady Horákové,2020-06-07,19.0
Podolské nábřeží - stezka,z centra (Braník),2020-06-07,204.0
Podolské nábřeží - stezka,do centra (Výtoň),2020-06-07,321.0
Podolské nábřeží - vozovka,z centra (Braník),2020-06-07,55.0
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-07,95.0
Podbabská,ul. Roztocká,2020-06-07,346.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-07,311.0
Povltavská, ul. Vodácká,2020-06-07,1162.0
Povltavská,ZOO,2020-06-07,1080.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-07,411.0
Rohanské nábřeží,z centra (Karlín),2020-06-07,349.0
Šeberov,Kunratice,2020-06-07,0.0
Šeberov,Šeberov,2020-06-07,0.0
Smetanovo nábřeží,Karlův most,2020-06-07,86.0
Smetanovo nábřeží,Národní divadlo,2020-06-07,55.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-07,421.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-07,525.0
Krč (Sulická),Lhotka,2020-06-07,340.0
Krč (Sulická),Krč,2020-06-07,280.0
Císařský ostrov,do centra (Stromovka),2020-06-07,184.0
Císařský ostrov,z centra (Trója),2020-06-07,192.0
Stezka okolo Rokytky,O2 Aréna,2020-06-07,393.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-07,529.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-07,253.0
Drážní stezka - Vítkov,Seifertova,2020-06-07,297.0
Modřany,z centra,2020-06-07,821.0
Modřany,centrum,2020-06-07,809.0
Vršovická,Strašnice,2020-06-07,35.0
Vršovická,Nusle,2020-06-07,255.0
Košíře,centrum,2020-06-07,0.0
V Zámcích,Bohnice,2020-06-07,656.0
V Zámcích,Klecany,2020-06-07,742.0
Praha - Podolí,Praha Cyklisté do centra,2020-06-07,718.0
Praha - Podolí,Praha Cyklisté z centra,2020-06-07,649.0
Anděl (Plzeňská),Plzeňská (z centra),2020-06-08,96.0
Anděl (Plzeňská),Štefánikova (centrum),2020-06-08,34.0
Atletická,Ladronka,2020-06-08,255.0
Atletická,Strahov,2020-06-08,170.0
Barrandovský most,Barrandovský most,2020-06-08,581.0
Barrandovský most,Zlíchov,2020-06-08,720.0
Chodov,Chodov centrum,2020-06-08,577.0
Chodov,ul. Türkova,2020-06-08,3389.0
U Českých loděnic,Libeň,2020-06-08,775.0
U Českých loděnic,Povltavská,2020-06-08,1063.0
Dukelských hrdinů,centrum,2020-06-08,349.0
Dukelských hrdinů,z centra,2020-06-08,314.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2020-06-08,
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2020-06-08,
Hybernská,Na Příkopě,2020-06-08,266.0
Hybernská,Wilsonova,2020-06-08,131.0
Hlubočepská,centrum,2020-06-08,544.0
Hlubočepská,Hlubočepy,2020-06-08,528.0
Jeremenkova,Pankrác,2020-06-08,3.0
Jeremenkova,Podolské nábřeží,2020-06-08,14.0
Kampa,Karlův most,2020-06-08,371.0
Kampa,most Legií,2020-06-08,426.0
Nábřeží Kapitána Jaroše,Libeň,2020-06-08,497.0
Nábřeží Kapitána Jaroše,Malá Strana,2020-06-08,420.0
Letňany,z centra,2020-06-08,231.0
Letňany,centrum,2020-06-08,234.0
Radotín,Radotín,2020-06-08,51.0
Radotín,Zbraslav,2020-06-08,120.0
Mladoboleslavská,Prosek,2020-06-08,243.0
Mladoboleslavská,Vinoř,2020-06-08,188.0
Nuselský most,centrum,2020-06-08,250.0
Nuselský most,ul. 5. května,2020-06-08,285.0
Střešovice,do centra,2020-06-08,0.0
Střešovice,z centra,2020-06-08,0.0
Pelléova,Jaselská,2020-06-08,68.0
Pelléova,Milady Horákové,2020-06-08,85.0
Podolské nábřeží - stezka,z centra (Braník),2020-06-08,687.0
Podolské nábřeží - stezka,do centra (Výtoň),2020-06-08,1023.0
Podolské nábřeží - vozovka,z centra (Braník),2020-06-08,117.0
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-08,179.0
Podbabská,ul. Roztocká,2020-06-08,485.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-08,333.0
Povltavská, ul. Vodácká,2020-06-08,1142.0
Povltavská,ZOO,2020-06-08,1058.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-08,967.0
Rohanské nábřeží,z centra (Karlín),2020-06-08,861.0
Šeberov,Kunratice,2020-06-08,0.0
Šeberov,Šeberov,2020-06-08,0.0
Smetanovo nábřeží,Karlův most,2020-06-08,199.0
Smetanovo nábřeží,Národní divadlo,2020-06-08,178.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-08,371.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-08,530.0
Krč (Sulická),Lhotka,2020-06-08,487.0
Krč (Sulická),Krč,2020-06-08,446.0
Císařský ostrov,do centra (Stromovka),2020-06-08,181.0
Císařský ostrov,z centra (Trója),2020-06-08,200.0
Stezka okolo Rokytky,O2 Aréna,2020-06-08,596.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-08,670.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-08,430.0
Drážní stezka - Vítkov,Seifertova,2020-06-08,409.0
Modřany,z centra,2020-06-08,718.0
Modřany,centrum,2020-06-08,582.0
Vršovická,Strašnice,2020-06-08,99.0
Vršovická,Nusle,2020-06-08,447.0
Košíře,centrum,2020-06-08,0.0
V Zámcích,Bohnice,2020-06-08,600.0
V Zámcích,Klecany,2020-06-08,633.0
Praha - Podolí,Praha Cyklisté do centra,2020-06-08,1174.0
Praha - Podolí,Praha Cyklisté z centra,2020-06-08,1117.0
Anděl (Plzeňská),Plzeňská (z centra),2020-06-09,115.0
Anděl (Plzeňská),Štefánikova (centrum),2020-06-09,45.0
Atletická,Ladronka,2020-06-09,276.0
Atletická,Strahov,2020-06-09,186.0
Barrandovský most,Barrandovský most,2020-06-09,704.0
Barrandovský most,Zlíchov,2020-06-09,893.0
Chodov,Chodov centrum,2020-06-09,671.0
Chodov,ul. Türkova,2020-06-09,22723.0
U Českých loděnic,Libeň,2020-06-09,941.0
U Českých loděnic,Povltavská,2020-06-09,1181.0
Dukelských hrdinů,centrum,2020-06-09,393.0
Dukelských hrdinů,z centra,2020-06-09,330.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2020-06-09,
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2020-06-09,
Hybernská,Na Příkopě,2020-06-09,246.0
Hybernská,Wilsonova,2020-06-09,160.0
Hlubočepská,centrum,2020-06-09,706.0
Hlubočepská,Hlubočepy,2020-06-09,607.0
Jeremenkova,Pankrác,2020-06-09,10.0
Jeremenkova,Podolské nábřeží,2020-06-09,19.0
Kampa,Karlův most,2020-06-09,421.0
Kampa,most Legií,2020-06-09,482.0
Nábřeží Kapitána Jaroše,Libeň,2020-06-09,579.0
Nábřeží Kapitána Jaroše,Malá Strana,2020-06-09,420.0
Letňany,z centra,2020-06-09,295.0
Letňany,centrum,2020-06-09,280.0
Radotín,Radotín,2020-06-09,69.0
Radotín,Zbraslav,2020-06-09,137.0
Mladoboleslavská,Prosek,2020-06-09,283.0
Mladoboleslavská,Vinoř,2020-06-09,232.0
Nuselský most,centrum,2020-06-09,328.0
Nuselský most,ul. 5. května,2020-06-09,255.0
Střešovice,do centra,2020-06-09,0.0
Střešovice,z centra,2020-06-09,0.0
Pelléova,Jaselská,2020-06-09,60.0
Pelléova,Milady Horákové,2020-06-09,82.0
Podolské nábřeží - stezka,z centra (Braník),2020-06-09,956.0
Podolské nábřeží - stezka,do centra (Výtoň),2020-06-09,1068.0
Podolské nábřeží - vozovka,z centra (Braník),2020-06-09,173.0
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-09,243.0
Podbabská,ul. Roztocká,2020-06-09,583.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-09,401.0
Povltavská, ul. Vodácká,2020-06-09,1396.0
Povltavská,ZOO,2020-06-09,1321.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-09,1115.0
Rohanské nábřeží,z centra (Karlín),2020-06-09,910.0
Šeberov,Kunratice,2020-06-09,0.0
Šeberov,Šeberov,2020-06-09,0.0
Smetanovo nábřeží,Karlův most,2020-06-09,172.0
Smetanovo nábřeží,Národní divadlo,2020-06-09,193.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-09,413.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-09,534.0
Krč (Sulická),Lhotka,2020-06-09,585.0
Krč (Sulická),Krč,2020-06-09,550.0
Císařský ostrov,do centra (Stromovka),2020-06-09,232.0
Císařský ostrov,z centra (Trója),2020-06-09,284.0
Stezka okolo Rokytky,O2 Aréna,2020-06-09,633.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-09,751.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-09,462.0
Drážní stezka - Vítkov,Seifertova,2020-06-09,383.0
Modřany,z centra,2020-06-09,942.0
Modřany,centrum,2020-06-09,765.0
Vršovická,Strašnice,2020-06-09,100.0
Vršovická,Nusle,2020-06-09,478.0
Košíře,centrum,2020-06-09,0.0
V Zámcích,Bohnice,2020-06-09,690.0
V Zámcích,Klecany,2020-06-09,759.0
Praha - Podolí,Praha Cyklisté do centra,2020-06-09,1333.0
Praha - Podolí,Praha Cyklisté z centra,2020-06-09,1247.0
Anděl (Plzeňská),Plzeňská (z centra),2020-06-10,90.0
Anděl (Plzeňská),Štefánikova (centrum),2020-06-10,45.0
Atletická,Ladronka,2020-06-10,299.0
Atletická,Strahov,2020-06-10,182.0
Barrandovský most,Barrandovský most,2020-06-10,186.0
Barrandovský most,Zlíchov,2020-06-10,239.0
Chodov,Chodov centrum,2020-06-10,131.0
Chodov,ul. Türkova,2020-06-10,191.0
U Českých loděnic,Libeň,2020-06-10,297.0
U Českých loděnic,Povltavská,2020-06-10,377.0
Dukelských hrdinů,centrum,2020-06-10,177.0
Dukelských hrdinů,z centra,2020-06-10,169.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2020-06-10,
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2020-06-10,
Hybernská,Na Příkopě,2020-06-10,192.0
Hybernská,Wilsonova,2020-06-10,90.0
Hlubočepská,centrum,2020-06-10,165.0
Hlubočepská,Hlubočepy,2020-06-10,148.0
Jeremenkova,Pankrác,2020-06-10,3.0
Jeremenkova,Podolské nábřeží,2020-06-10,14.0
Kampa,Karlův most,2020-06-10,205.0
Kampa,most Legií,2020-06-10,204.0
Nábřeží Kapitána Jaroše,Libeň,2020-06-10,283.0
Nábřeží Kapitána Jaroše,Malá Strana,2020-06-10,192.0
Letňany,z centra,2020-06-10,118.0
Letňany,centrum,2020-06-10,76.0
Radotín,Radotín,2020-06-10,22.0
Radotín,Zbraslav,2020-06-10,42.0
Mladoboleslavská,Prosek,2020-06-10,108.0
Mladoboleslavská,Vinoř,2020-06-10,68.0
Nuselský most,centrum,2020-06-10,169.0
Nuselský most,ul. 5. května,2020-06-10,153.0
Střešovice,do centra,2020-06-10,0.0
Střešovice,z centra,2020-06-10,0.0
Pelléova,Jaselská,2020-06-10,39.0
Pelléova,Milady Horákové,2020-06-10,51.0
Podolské nábřeží - stezka,z centra (Braník),2020-06-10,344.0
Podolské nábřeží - stezka,do centra (Výtoň),2020-06-10,439.0
Podolské nábřeží - vozovka,z centra (Braník),2020-06-10,81.0
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-10,79.0
Podbabská,ul. Roztocká,2020-06-10,193.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-10,140.0
Povltavská, ul. Vodácká,2020-06-10,304.0
Povltavská,ZOO,2020-06-10,283.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-10,464.0
Rohanské nábřeží,z centra (Karlín),2020-06-10,375.0
Šeberov,Kunratice,2020-06-10,0.0
Šeberov,Šeberov,2020-06-10,0.0
Smetanovo nábřeží,Karlův most,2020-06-10,122.0
Smetanovo nábřeží,Národní divadlo,2020-06-10,122.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-10,74.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-10,96.0
Krč (Sulická),Lhotka,2020-06-10,132.0
Krč (Sulická),Krč,2020-06-10,136.0
Císařský ostrov,do centra (Stromovka),2020-06-10,113.0
Císařský ostrov,z centra (Trója),2020-06-10,117.0
Stezka okolo Rokytky,O2 Aréna,2020-06-10,199.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-10,182.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-10,174.0
Drážní stezka - Vítkov,Seifertova,2020-06-10,169.0
Modřany,z centra,2020-06-10,118.0
Modřany,centrum,2020-06-10,111.0
Vršovická,Strašnice,2020-06-10,48.0
Vršovická,Nusle,2020-06-10,341.0
Košíře,centrum,2020-06-10,0.0
V Zámcích,Bohnice,2020-06-10,124.0
V Zámcích,Klecany,2020-06-10,123.0
Praha - Podolí,Praha Cyklisté do centra,2020-06-10,445.0
Praha - Podolí,Praha Cyklisté z centra,2020-06-10,399.0
Anděl (Plzeňská),Plzeňská (z centra),2020-06-11,94.0
Anděl (Plzeňská),Štefánikova (centrum),2020-06-11,46.0
Atletická,Ladronka,2020-06-11,305.0
Atletická,Strahov,2020-06-11,191.0
Barrandovský most,Barrandovský most,2020-06-11,510.0
Barrandovský most,Zlíchov,2020-06-11,764.0
Chodov,Chodov centrum,2020-06-11,87.0
Chodov,ul. Türkova,2020-06-11,826.0
U Českých loděnic,Libeň,2020-06-11,732.0
U Českých loděnic,Povltavská,2020-06-11,961.0
Dukelských hrdinů,centrum,2020-06-11,351.0
Dukelských hrdinů,z centra,2020-06-11,267.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2020-06-11,
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2020-06-11,
Hybernská,Na Příkopě,2020-06-11,234.0
Hybernská,Wilsonova,2020-06-11,136.0
Hlubočepská,centrum,2020-06-11,490.0
Hlubočepská,Hlubočepy,2020-06-11,454.0
Jeremenkova,Pankrác,2020-06-11,6.0
Jeremenkova,Podolské nábřeží,2020-06-11,23.0
Kampa,Karlův most,2020-06-11,255.0
Kampa,most Legií,2020-06-11,347.0
Nábřeží Kapitána Jaroše,Libeň,2020-06-11,552.0
Nábřeží Kapitána Jaroše,Malá Strana,2020-06-11,345.0
Letňany,z centra,2020-06-11,253.0
Letňany,centrum,2020-06-11,237.0
Radotín,Radotín,2020-06-11,55.0
Radotín,Zbraslav,2020-06-11,180.0
Mladoboleslavská,Prosek,2020-06-11,276.0
Mladoboleslavská,Vinoř,2020-06-11,214.0
Nuselský most,centrum,2020-06-11,264.0
Nuselský most,ul. 5. května,2020-06-11,253.0
Střešovice,do centra,2020-06-11,0.0
Střešovice,z centra,2020-06-11,0.0
Pelléova,Jaselská,2020-06-11,43.0
Pelléova,Milady Horákové,2020-06-11,69.0
Podolské nábřeží - stezka,z centra (Braník),2020-06-11,786.0
Podolské nábřeží - stezka,do centra (Výtoň),2020-06-11,889.0
Podolské nábřeží - vozovka,z centra (Braník),2020-06-11,147.0
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-11,181.0
Podbabská,ul. Roztocká,2020-06-11,365.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-11,327.0
Povltavská, ul. Vodácká,2020-06-11,1172.0
Povltavská,ZOO,2020-06-11,1190.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-11,795.0
Rohanské nábřeží,z centra (Karlín),2020-06-11,730.0
Šeberov,Kunratice,2020-06-11,0.0
Šeberov,Šeberov,2020-06-11,0.0
Smetanovo nábřeží,Karlův most,2020-06-11,182.0
Smetanovo nábřeží,Národní divadlo,2020-06-11,158.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-11,403.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-11,670.0
Krč (Sulická),Lhotka,2020-06-11,455.0
Krč (Sulická),Krč,2020-06-11,406.0
Císařský ostrov,do centra (Stromovka),2020-06-11,405.0
Císařský ostrov,z centra (Trója),2020-06-11,369.0
Stezka okolo Rokytky,O2 Aréna,2020-06-11,500.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-11,643.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-11,375.0
Drážní stezka - Vítkov,Seifertova,2020-06-11,383.0
Modřany,z centra,2020-06-11,874.0
Modřany,centrum,2020-06-11,653.0
Vršovická,Strašnice,2020-06-11,80.0
Vršovická,Nusle,2020-06-11,418.0
Košíře,centrum,2020-06-11,0.0
V Zámcích,Bohnice,2020-06-11,688.0
V Zámcích,Klecany,2020-06-11,747.0
Praha - Podolí,Praha Cyklisté do centra,2020-06-11,999.0
Praha - Podolí,Praha Cyklisté z centra,2020-06-11,1002.0
Anděl (Plzeňská),Plzeňská (z centra),2020-06-12,50.0
Anděl (Plzeňská),Štefánikova (centrum),2020-06-12,34.0
Atletická,Ladronka,2020-06-12,231.0
Atletická,Strahov,2020-06-12,153.0
Barrandovský most,Barrandovský most,2020-06-12,728.0
Barrandovský most,Zlíchov,2020-06-12,1121.0
Chodov,Chodov centrum,2020-06-12,173.0
Chodov,ul. Türkova,2020-06-12,2396.0
U Českých loděnic,Libeň,2020-06-12,900.0
U Českých loděnic,Povltavská,2020-06-12,1195.0
Dukelských hrdinů,centrum,2020-06-12,464.0
Dukelských hrdinů,z centra,2020-06-12,352.0
Elsnicovo náměstí x U Českých loděnic,k Thomayerovým sadům,2020-06-12,
Elsnicovo náměstí x U Českých loděnic,od Thomayerových sadů,2020-06-12,
Hybernská,Na Příkopě,2020-06-12,268.0
Hybernská,Wilsonova,2020-06-12,114.0
Hlubočepská,centrum,2020-06-12,792.0
Hlubočepská,Hlubočepy,2020-06-12,709.0
Jeremenkova,Pankrác,2020-06-12,0.0
Jeremenkova,Podolské nábřeží,2020-06-12,13.0
Kampa,Karlův most,2020-06-12,321.0
Kampa,most Legií,2020-06-12,453.0
Nábřeží Kapitána Jaroše,Libeň,2020-06-12,592.0
Nábřeží Kapitána Jaroše,Malá Strana,2020-06-12,410.0
Letňany,z centra,2020-06-12,357.0
Letňany,centrum,2020-06-12,323.0
Radotín,Radotín,2020-06-12,72.0
Radotín,Zbraslav,2020-06-12,176.0
Mladoboleslavská,Prosek,2020-06-12,275.0
Mladoboleslavská,Vinoř,2020-06-12,219.0
Nuselský most,centrum,2020-06-12,214.0
Nuselský most,ul. 5. května,2020-06-12,162.0
Střešovice,do centra,2020-06-12,0.0
Střešovice,z centra,2020-06-12,0.0
Pelléova,Jaselská,2020-06-12,70.0
Pelléova,Milady Horákové,2020-06-12,88.0
Podolské nábřeží - stezka,z centra (Braník),2020-06-12,873.0
Podolské nábřeží - stezka,do centra (Výtoň),2020-06-12,1102.0
Podolské nábřeží - vozovka,z centra (Braník),2020-06-12,149.0
Podolské nábřeží - vozovka,do centra (Výtoň),2020-06-12,253.0
Podbabská,ul. Roztocká,2020-06-12,562.0
Podbabská,ul. Jugoslávkých partyzánů,2020-06-12,480.0
Povltavská, ul. Vodácká,2020-06-12,1867.0
Povltavská,ZOO,2020-06-12,1835.0
Rohanské nábřeží,do centra (náb. L. Svobody),2020-06-12,1152.0
Rohanské nábřeží,z centra (Karlín),2020-06-12,975.0
Šeberov,Kunratice,2020-06-12,0.0
Šeberov,Šeberov,2020-06-12,0.0
Smetanovo nábřeží,Karlův most,2020-06-12,127.0
Smetanovo nábřeží,Národní divadlo,2020-06-12,147.0
Lahovičky (Strakonická),do centra (M. Chuchle),2020-06-12,672.0
Lahovičky (Strakonická),z centra (Radotín),2020-06-12,1011.0
Krč (Sulická),Lhotka,2020-06-12,691.0
Krč (Sulická),Krč,2020-06-12,680.0
Císařský ostrov,do centra (Stromovka),2020-06-12,326.0
Císařský ostrov,z centra (Trója),2020-06-12,337.0
Stezka okolo Rokytky,O2 Aréna,2020-06-12,688.0
Stezka okolo Rokytky,ul. U Elektry,2020-06-12,844.0
Drážní stezka - Vítkov,Hrdlořezy,2020-06-12,374.0
Drážní stezka - Vítkov,Seifertova,2020-06-12,348.0
Modřany,z centra,2020-06-12,1544.0
Modřany,centrum,2020-06-12,1134.0
Vršovická,Strašnice,2020-06-12,81.0
Vršovická,Nusle,2020-06-12,400.0
Košíře,centrum,2020-06-12,0.0
V Zámcích,Bohnice,2020-06-12,942.0
